Q407166	Somatostatin	Q24778427	Somatostatin
Q421651	BRCA2 DNA repair associated	Q24773027	Nucleic acid-binding, OB-fold
Q421651	BRCA2 DNA repair associated	Q41797433	BRCA2 helical domain superfamily
Q421793	Glucose-6-phosphate dehydrogenase	Q24782903	Glucose-6-phosphate dehydrogenase
Q421793	Glucose-6-phosphate dehydrogenase	Q41797412	NAD(P)-binding domain superfamily
Q421859	C-X-C motif chemokine ligand 8	Q24786272	Interleukin-8
Q421859	C-X-C motif chemokine ligand 8	Q41797185	Chemokine interleukin-8-like superfamily
Q421869	Histidine decarboxylase	Q24768592	Pyridoxal phosphate-dependent transferase, major domain
Q421869	Histidine decarboxylase	Q24779310	Aromatic-L-amino-acid decarboxylase
Q421869	Histidine decarboxylase	Q24781248	Pyridoxal phosphate-dependent transferase
Q421869	Histidine decarboxylase	Q24781489	Pyridoxal phosphate-dependent transferase domain 1
Q422025	Haptoglobin	Q24780273	Haptoglobin
Q422025	Haptoglobin	Q24783967	Peptidase S1, PA clan
Q422025	Haptoglobin	Q41797125	Sushi/SCR/CCP superfamily
Q422281	Cholecystokinin	Q24774800	Cholecystokinin-like
Q422288	Natriuretic peptide B	Q24721416	Natriuretic peptide, brain type
Q422301	Secretin	Q24775622	Secretin precursor
Q422358	Phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	Q24726396	Pre-ATP-grasp domain superfamily
Q422358	Phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	Q24768307	Rudiment single hybrid motif
Q422358	Phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	Q24771050	ATP-grasp fold, subdomain 1
Q422358	Phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	Q24771716	Phosphoribosylformylglycinamidine cyclo-ligase
Q422358	Phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	Q24773549	Phosphoribosylglycinamide synthetase
Q422358	Phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	Q24786847	Phosphoribosylglycinamide formyltransferase
Q422358	Phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	Q41797583	Formyl transferase, N-terminal domain superfamily
Q422358	Phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	Q41797776	PurM-like, C-terminal domain superfamily
Q422358	Phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	Q41798017	PurM-like, N-terminal domain superfamily
Q422358	Phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	Q41798210	Phosphoribosylglycinamide synthetase, C-domain superfamily
Q422360	Secreted protein acidic and cysteine rich	Q24742069	EF-hand domain pair
Q422360	Secreted protein acidic and cysteine rich	Q41797195	Kazal domain superfamily
Q422360	Secreted protein acidic and cysteine rich	Q54460122	SPARC
Q422579	Insulin receptor	Q24722567	Growth factor receptor cysteine-rich domain superfamily
Q422579	Insulin receptor	Q24726164	Protein kinase-like domain superfamily
Q422579	Insulin receptor	Q24773020	Tyrosine-protein kinase, insulin-like receptor
Q422579	Insulin receptor	Q24787648	Immunoglobulin-like fold
Q422579	Insulin receptor	Q41797245	Fibronectin type III superfamily
Q422579	Insulin receptor	Q41798034	Receptor L-domain superfamily
Q422752	Ceruloplasmin	Q24772015	Cupredoxin
Q422752	Ceruloplasmin	Q24788245	Ceruloplasmin
Q422752	Ceruloplasmin	Q67141865	auxiliary transport protein
Q422766	C-reactive protein	Q24722342	Concanavalin A-like lectin/glucanase domain superfamily
Q422766	C-reactive protein	Q24776248	Pentraxin
Q422831	Coagulation factor V	Q24772015	Cupredoxin
Q422831	Coagulation factor V	Q24772829	Coagulation factor 5/8-like
Q422831	Coagulation factor V	Q24780736	Galactose-binding-like domain superfamily
Q423107	Rhodopsin	Q38173	G protein-coupled receptor
Q423107	Rhodopsin	Q24781817	Rhodopsin
Q423470	Myotilin	Q24787648	Immunoglobulin-like fold
Q423470	Myotilin	Q41797304	Immunoglobulin-like domain superfamily
Q423510	Amyloid beta precursor protein	Q417667	Beta amyloid
Q423510	Amyloid beta precursor protein	Q24779223	Amyloid-beta precursor protein
Q423510	Amyloid beta precursor protein	Q24786013	PH-like domain superfamily
Q423510	Amyloid beta precursor protein	Q41797301	E2 domain superfamily
Q423510	Amyloid beta precursor protein	Q41797561	Amyloidogenic glycoprotein, heparin-binding domain superfamily
Q423510	Amyloid beta precursor protein	Q41797769	Amyloidogenic glycoprotein, copper-binding domain superfamily
Q423510	Amyloid beta precursor protein	Q41797976	Pancreatic trypsin inhibitor Kunitz domain superfamily
Q423510	Amyloid beta precursor protein	Q41798162	Amyloidogenic glycoprotein, amyloid-beta peptide superfamily
Q423561	Cathepsin A	Q24722162	Peptidase S10, serine carboxypeptidase
Q423561	Cathepsin A	Q24744945	Alpha/Beta hydrolase fold
Q423572	Bruton tyrosine kinase	Q24726164	Protein kinase-like domain superfamily
Q423572	Bruton tyrosine kinase	Q24786013	PH-like domain superfamily
Q423572	Bruton tyrosine kinase	Q41797170	SH3-like domain superfamily
Q423572	Bruton tyrosine kinase	Q41797956	SH2 domain superfamily
Q423628	FYN proto-oncogene, Src family tyrosine kinase	Q24726164	Protein kinase-like domain superfamily
Q416452	Tyrosinase	Q24770515	Uncharacterised domain, di-copper centre
Q416481	Nucleotide binding oligomerization domain containing 2	Q24726930	P-loop containing nucleoside triphosphate hydrolase
Q416481	Nucleotide binding oligomerization domain containing 2	Q24776395	Death-like domain superfamily
Q416481	Nucleotide binding oligomerization domain containing 2	Q24781235	Leucine-rich repeat domain superfamily
Q416510	Serpin family G member 1	Q32849772	Plasma protease C1 inhibitor
Q416510	Serpin family G member 1	Q41797311	Serpin superfamily
Q416601	Androgen receptor	Q24768526	Zinc finger, NHR/GATA-type
Q416601	Androgen receptor	Q24783766	Androgen receptor
Q416601	Androgen receptor	Q41796865	Nuclear hormone receptor-like domain superfamily
Q417057	Vitamin D receptor	Q24768526	Zinc finger, NHR/GATA-type
Q417057	Vitamin D receptor	Q24771055	Vitamin D receptor
Q417057	Vitamin D receptor	Q41796865	Nuclear hormone receptor-like domain superfamily
Q417057	Vitamin D receptor	Q69534081	Putative uncharacterized transport proteins
Q417149	Dihydrofolate reductase	Q24726779	Dihydrofolate reductase-like domain superfamily
Q417234	Solute carrier family 40 member 1	Q24777245	Ferroportin
Q417234	Solute carrier family 40 member 1	Q41797380	MFS transporter superfamily
Q417782	Nerve growth factor	Q24741348	Nerve growth factor, beta subunit, mammalian
Q417782	Nerve growth factor	Q24783539	Cystine-knot cytokine
Q417801	Calcium sensing receptor	Q38173	G protein-coupled receptor
Q417867	Galanin and GMAP prepropeptide	Q24770450	Galanin precursor
Q418097	Glucose-6-phosphate isomerase	Q24773170	Phosphoglucose isomerase (PGI)
Q418097	Glucose-6-phosphate isomerase	Q24782001	Phosphoglucose isomerase, C-terminal
Q418137	Hypoxanthine phosphoribosyltransferase 1	Q24769315	Phosphoribosyltransferase-like
Q418137	Hypoxanthine phosphoribosyltransferase 1	Q24775686	Hypoxanthine phosphoribosyl transferase
Q418404	C-C motif chemokine receptor 5 (gene/pseudogene)	Q24738418	CC chemokine receptor 5
Q418732	Proliferating cell nuclear antigen	Q24774835	Proliferating cell nuclear antigen, PCNA
Q418781	Catechol-O-methyltransferase	Q24720123	Catechol O-methyltransferase, eukaryotic
Q418781	Catechol-O-methyltransferase	Q24780258	S-adenosyl-L-methionine-dependent methyltransferase
Q418896	Proopiomelanocortin	Q24741980	Pro-opiomelanocortin
Q418896	Proopiomelanocortin	Q50296749	Corticotropin cleavage from POMC
Q418934	TNF superfamily member 11	Q24722917	Tumour necrosis factor ligand 10/11
Q418934	TNF superfamily member 11	Q24783304	Tumour necrosis factor-like domain superfamily
Q419036	Dihydrolipoamide S-acetyltransferase	Q24726474	Single hybrid motif
Q419036	Dihydrolipoamide S-acetyltransferase	Q24776545	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
Q419036	Dihydrolipoamide S-acetyltransferase	Q41797727	E3-binding domain superfamily
Q419036	Dihydrolipoamide S-acetyltransferase	Q54455215	Chloramphenicol acetyltransferase-like domain superfamily
Q419337	Dihydrolipoamide dehydrogenase	Q24723195	Dihydrolipoamide dehydrogenase
Q419337	Dihydrolipoamide dehydrogenase	Q24779613	FAD/NAD-linked reductase, dimerisation domain superfamily
Q419337	Dihydrolipoamide dehydrogenase	Q41797313	FAD/NAD(P)-binding domain superfamily
Q419389	Lysyl oxidase	Q24775179	Lysyl oxidase
Q419493	Uncoupling protein 1	Q425007	Mitochondrial carrier
Q419499	Resistin	Q24720037	Resistin
Q419499	Resistin	Q41797383	Resistin-like superfamily
Q419507	Microtubule associated protein tau	Q24788388	Microtubule-associated protein Tau
Q419531	Coagulation factor XI	Q24783967	Peptidase S1, PA clan
Q419531	Coagulation factor XI	Q32855878	Coagulation factor XI
Q419553	CD14 molecule	Q24779926	Monocyte differentiation antigen CD14
Q419553	CD14 molecule	Q24781235	Leucine-rich repeat domain superfamily
Q419576	Neurotensin	Q24780342	Neurotensin/neuromedin N
Q419611	ATPase copper transporting beta	Q11903647	P-type ATPase
Q419611	ATPase copper transporting beta	Q24724685	P-type ATPase, transmembrane domain superfamily
Q419611	ATPase copper transporting beta	Q24774174	P-type ATPase, A domain superfamily
Q419611	ATPase copper transporting beta	Q24778766	P-type ATPase, cytoplasmic domain N
Q419611	ATPase copper transporting beta	Q24785456	P-type ATPase, subfamily IB
Q419611	ATPase copper transporting beta	Q41797288	Heavy metal-associated domain superfamily
Q419611	ATPase copper transporting beta	Q41797525	HAD-like superfamily
Q419613	Sex hormone binding globulin	Q24722342	Concanavalin A-like lectin/glucanase domain superfamily
Q419774	Protein S	Q24722342	Concanavalin A-like lectin/glucanase domain superfamily
Q419774	Protein S	Q24722567	Growth factor receptor cysteine-rich domain superfamily
Q419774	Protein S	Q24767977	Coagulation factor-like, Gla domain superfamily
Q419774	Protein S	Q24783323	Vitamin K-dependent protein S
Q419774	Protein S	Q41797121	Gamma-carboxyglutamic acid-rich (GLA) domain superfamily
Q202476	Parathyroid hormone	Q24738532	Parathyroid hormone
Q205042	Atypical chemokine receptor 1 (Duffy blood group)	Q24720354	Duffy antigen/chemokine receptor
Q205986	Proteolipid protein 1	Q24719727	Myelin proteolipid protein PLP
Q218706	Erythropoietin	Q24724363	Four-helical cytokine-like, core
Q218706	Erythropoietin	Q24779859	Erythropoietin
Q223739	Leptin	Q24724363	Four-helical cytokine-like, core
Q223739	Leptin	Q24787174	Leptin
Q227241	Forkhead box P2	Q41797502	Winged helix-like DNA-binding domain superfamily
Q227241	Forkhead box P2	Q41797505	Winged helix DNA-binding domain superfamily
Q246978	Pancreatic polypeptide	Q24726202	pancreatic hormone
Q254943	Retinoic acid receptor alpha	Q2838685	Retinoic acid receptor
Q254943	Retinoic acid receptor alpha	Q24768526	Zinc finger, NHR/GATA-type
Q254943	Retinoic acid receptor alpha	Q41796865	Nuclear hormone receptor-like domain superfamily
Q258915	Renin	Q24787484	Aspartic peptidase domain superfamily
Q258915	Renin	Q24787637	Aspartic peptidase A1 family
Q259292	7-dehydrocholesterol reductase	Q24785298	Ergosterol biosynthesis ERG4/ERG24
Q261483	Drosha ribonuclease III	Q24783707	Ribonuclease III
Q261483	Drosha ribonuclease III	Q41797503	Ribonuclease III, endonuclease domain superfamily
Q267200	Angiotensinogen	Q24775136	Angiotensinogen
Q267200	Angiotensinogen	Q41797311	Serpin superfamily
Q267200	Angiotensinogen	Q45317722	Metabolism of Angiotensinogen to Angiotensins
Q283350	Tumor protein p53	Q7230047	pore-forming toxin
Q283350	Tumor protein p53	Q24738786	p53 tumour suppressor family
Q283350	Tumor protein p53	Q24769358	p53-like transcription factor, DNA-binding
Q283350	Tumor protein p53	Q24771071	p53/RUNT-type transcription factor, DNA-binding domain superfamily
Q283350	Tumor protein p53	Q41797774	p53-like tetramerisation domain superfamily
Q285613	Mechanistic target of rapamycin kinase	Q24723029	Serine/threonine-protein kinase TOR
Q285613	Mechanistic target of rapamycin kinase	Q24724527	Tetratricopeptide-like helical domain superfamily
Q285613	Mechanistic target of rapamycin kinase	Q24726164	Protein kinase-like domain superfamily
Q285613	Mechanistic target of rapamycin kinase	Q24739502	Armadillo-like helical
Q285613	Mechanistic target of rapamycin kinase	Q24780424	Armadillo-type fold
Q285613	Mechanistic target of rapamycin kinase	Q41797838	FKBP12-rapamycin binding domain superfamily
Q285613	Mechanistic target of rapamycin kinase	Q41798033	Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily
Q287896	Beta-2-microglobulin	Q24772271	Beta-2-Microglobulin
Q287896	Beta-2-microglobulin	Q24787648	Immunoglobulin-like fold
Q287896	Beta-2-microglobulin	Q41797304	Immunoglobulin-like domain superfamily
Q287958	Adrenoceptor beta 1	Q38173	G protein-coupled receptor
Q287958	Adrenoceptor beta 1	Q24774908	Beta 1 adrenoceptor
Q287961	Adrenoceptor beta 2	Q38173	G protein-coupled receptor
Q287961	Adrenoceptor beta 2	Q24726154	Beta 2 adrenoceptor
Q288382	Histamine receptor H4	Q24771527	Histamine H4 receptor
Q288395	Histamine receptor H3	Q24721409	Histamine H3 receptor
Q288431	Glutamate metabotropic receptor 1	Q38173	G protein-coupled receptor
Q288431	Glutamate metabotropic receptor 1	Q24741628	Periplasmic binding protein-like I
Q288431	Glutamate metabotropic receptor 1	Q24786893	GPCR, family 3, metabotropic glutamate receptor 1
Q288431	Glutamate metabotropic receptor 1	Q54461436	GPCR, family 3, nine cysteines domain superfamily
Q288591	Synuclein alpha	Q24725459	Alpha-synuclein
Q288591	Synuclein alpha	Q24767155	Synuclein
Q288705	galactosidase alpha	Q375795	Glycoside hydrolase superfamily
Q288705	galactosidase alpha	Q4994304	TIM barrel
Q288705	galactosidase alpha	Q24780471	Glycoside hydrolase, family 27
Q288705	galactosidase alpha	Q54451255	Glycosyl hydrolase, all-beta
Q288797	5-hydroxytryptamine receptor 1B	Q38173	G protein-coupled receptor
Q288797	5-hydroxytryptamine receptor 1B	Q24775311	5-Hydroxytryptamine 1B receptor
Q290293	Peptide YY	Q24738675	Pancreatic hormone-like
Q292982	Serpin family A member 1	Q24740080	Serpin family
Q292982	Serpin family A member 1	Q41797311	Serpin superfamily
Q292982	Serpin family A member 1	Q45316922	Platelet degranulation
Q292982	Serpin family A member 1	Q45317102	Neutrophil degranulation
Q292982	Serpin family A member 1	Q45317664	Cargo concentration in the ER
Q292982	Serpin family A member 1	Q45317665	COPII-mediated vesicle transport
Q292982	Serpin family A member 1	Q45317715	Post-translational protein phosphorylation
Q292982	Serpin family A member 1	Q45317729	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)
Q296209	Apolipoprotein B mRNA editing enzyme catalytic subunit 3G	Q24724794	Cytidine deaminase-like
Q301630	Angiotensin I converting enzyme 2	Q24777525	Peptidase M2, peptidyl-dipeptidase A
Q302495	Natriuretic peptide A	Q24771380	Natriuretic peptide, atrial type
Q305481	glutamic--pyruvic transaminase	Q24768592	Pyridoxal phosphate-dependent transferase, major domain
Q305481	glutamic--pyruvic transaminase	Q24781248	Pyridoxal phosphate-dependent transferase
Q305481	glutamic--pyruvic transaminase	Q24781489	Pyridoxal phosphate-dependent transferase domain 1
Q306076	Alpha fetoprotein	Q24773681	Serum albumin/Alpha-fetoprotein/Afamin
Q306076	Alpha fetoprotein	Q24782462	Serum albumin-like
Q306540	Amylase alpha 1C	Q375795	Glycoside hydrolase superfamily
Q306540	Amylase alpha 1C	Q24727134	Alpha amylase
Q306540	Amylase alpha 1C	Q54451255	Glycosyl hydrolase, all-beta
Q308856	Dopamine receptor D4	Q24725605	Dopamine D4 receptor
Q309513	Histamine receptor H1	Q24721692	Histamine H1 receptor
Q311568	Histamine receptor H2	Q24786198	Histamine H2 receptor
Q315860	Calcitonin related polypeptide alpha	Q24783750	Calcitonin
Q318896	Gonadotropin releasing hormone 1	Q24773517	Gonadoliberin I precursor
Q335669	EGF like, fibronectin type III and laminin G domains	Q24722342	Concanavalin A-like lectin/glucanase domain superfamily
Q335669	EGF like, fibronectin type III and laminin G domains	Q24787648	Immunoglobulin-like fold
Q335669	EGF like, fibronectin type III and laminin G domains	Q41797245	Fibronectin type III superfamily
Q336500	Melanocyte inducing transcription factor	Q24768817	Microphthalmia-associated transcription factor
Q336500	Melanocyte inducing transcription factor	Q41797740	Helix-loop-helix DNA-binding domain superfamily
Q339499	Coagulation factor XII	Q24722544	Coagulation factor XII/hepatocyte growth factor activator
Q339499	Coagulation factor XII	Q24772965	Kringle-like fold
Q339499	Coagulation factor XII	Q24783967	Peptidase S1, PA clan
Q339499	Coagulation factor XII	Q41798036	Fibronectin type II domain superfamily
Q339499	Coagulation factor XII	Q54460844	Kringle superfamily
Q355965	Adenine phosphoribosyltransferase	Q24769315	Phosphoribosyltransferase-like
Q355965	Adenine phosphoribosyltransferase	Q24771275	Adenine phosphoribosyl transferase
Q356062	APC regulator of WNT signaling pathway	Q24739502	Armadillo-like helical
Q356062	APC regulator of WNT signaling pathway	Q24768169	Adenomatous polyposis coli
Q356062	APC regulator of WNT signaling pathway	Q24771845	Adenomatous polyposis coli protein
Q356062	APC regulator of WNT signaling pathway	Q24780424	Armadillo-type fold
Q356062	APC regulator of WNT signaling pathway	Q41797278	APC, N-terminal coiled-coil domain superfamily
Q356093	Adenosine deaminase	Q24768309	Metal-dependent hydrolase
Q356093	Adenosine deaminase	Q24776064	Adenosine deaminase
Q356244	Adenylosuccinate lyase	Q24720351	Adenylosuccinate lyase
